qid	query	topic	count
243-9035	national flag of afghanistan writing	243	1
243-5173	national flag returning troops with writing on it	243	1
243-5906	national flag shown over a building	243	1
243-7913	national flag with writing on it from afghanistan mission	243	1
243-4297	national flag writing	243	2
243-2140	national flag writing on it	243	1
243-9410	picture of national flag of afghanistan	243	1
243-7569	pictures of troops returning from afghanistan	243	1
243-5597	returning from afghanistan flag inscriptions	243	1
243-8574	returning troops yesterdays date building	243	1
243-7648	returning troops national flag	243	1
243-8412	text on the american flag	243	1
243-8344	that said the flag of the soldiers returning from afghanistan last night	243	1
243-9387	the meaning of the writing on the national flag of afghanistan in english	243	1
243-9729	translate	243	1
243-1976	translate afghan to english	243	1
243-8750	translation of writing of afghanistan flag	243	1
243-3347	translation of writing on afghanistan flag	243	1
243-6201	troops afghanistan building writing	243	1
243-1723	troops returning from afghanistan	243	1
243-8091	troops returning from afghanistan flag	243	1
243-3507	troops returning from afghanistan flag over building	243	1
243-6987	troops returning from afghanistan yesterday pictures	243	1
243-9622	united states flag writing	243	1
243-1188	war	243	1
243-9993	what does the national flag of afghanistan say on it	243	1
243-9971	what does the writing on the afghan flag mean	243	1
243-9120	what does writing on the american national flag mean	243	1
243-8958	what is the writing on the afghan flag	243	1
243-2563	what is the writing on the afghanistan flag	243	1
243-9627	what is writing on flag of afghanistan	243	1
243-9006	what is written in the national flag on returning troops from afghanistan	243	1
243-9854	what is written on the national flag	243	1
243-1756	what was the writing on the national flag flying that was flying over a building when troops return from afghanistan last night on the news	243	1
243-5606	what was the writing on the national flag on the news of the troops returning from afghanistan	243	1
243-9975	what words are written on the national flag and what do they mean	243	1
243-8792	what writing appears on the us national flag	243	1
243-9998	wording on afghan flag	243	1
243-6562	words on afghanistan flag meaning	243	1
243-8939	writing national flag afghanistan troops	243	1
243-4328	writing on afghanistan flag	243	3
243-4926	writing on american flag	243	1
243-6129	writing on american flags used for homecoming from afghanistan	243	1
243-6413	writing on building troops returning afghanistan	243	1
243-9743	writing on flag troops returning	243	1
243-2305	writing on national flag	243	1
243-5977	writing on national flag for troops returning from afghanistan	243	1
243-7436	writing on the afghan flag	243	1
243-7823	writing on the building on the news last night	243	1
243-7023	writings on the national flag	243	1
244-1188	arizona 17	244	1
244-9993	find me the history of old town scottsdale	244	1
244-7980	history about old town scottsdale	244	1
244-9410	history of old town scottsdale	244	14
244-5048	history of old town scottsdale arizona	244	3
244-5273	history of old town scottsdale az	244	1
244-6923	history of old town scottsdale in arizona	244	3
244-1976	history of old town scottsdale of phoenix arizona	244	1
244-8950	history of scottsdale arizona	244	1
244-5519	history old town scottsdale	244	4
244-1606	info on old town scottsdale	244	1
244-3245	old history of old town scottsdale	244	1
244-1723	old town scottsdale	244	17
244-9147	old town scottsdale az	244	1
244-1872	old town scottsdale arizona	244	2
244-1870	old town scottsdale arizona history	244	3
244-7317	old town scottsdale historical society	244	1
244-9854	old town scottsdale history	244	35
244-1756	old town scottsdale history before phoenix	244	1
244-6987	old town scottsdale phoenix	244	2
244-2695	old town scottsdale wiki	244	2
244-7648	phoenix in old town scottsdale	244	1
244-8186	scottsdale arizona history	244	1
244-2326	scottsdale az history	244	1
244-7111	scottsdale history	244	2
244-8958	scottsdale old town history	244	1
244-9387	the history of old town scottsdale before it amalgamated with phoenix	244	1
244-2201	what is old town scottsdale best history	244	1
244-1814	what is the history of old town scottsdale	244	1
244-5606	what is the history of old town scottsdale in arizona	244	2
244-4010	what kind of history of the city he had before being swallowed by phoenix	244	1
244-7350	where the town of old town scottsdale	244	1
245-9387	a ranking of the best restaurants in roosevelt island in ny according to zaggots	245	1
245-4857	are there restaurants on roosevelt island	245	1
245-5399	best restaurant in roosevelt island ny	245	1
245-8646	best restaurants in ny roosevelt island	245	1
245-7362	best restaurants in roosevelt	245	2
245-9743	best restaurants in roosevelt island	245	1
245-5320	best restaurants in roosevelt island new york	245	1
245-5241	best restaurants on roosevelt island	245	1
245-6061	best restaurants on roosevelt island ny	245	1
245-9971	best restaurants roosevelt island new york	245	1
245-9819	dining options roosevelt island	245	1
245-4060	find restaurants in roosevelt island new york	245	1
245-5188	good restaurants on roosevelt island	245	1
245-1711	good restaurants on roosevelt island new york	245	1
245-5878	local restaurants roosevelt island	245	1
245-8407	ny on roosevelt island restaurants	245	2
245-7448	ny restaurants	245	1
245-6420	ny roosevelt island restaurants	245	1
245-9467	nyc restaurants near roosevelt island	245	1
245-2339	out of the way restaurants on roosevelt island	245	1
245-9035	places to eat in ny on roosevelt	245	1
245-5455	places to eat roosevelt island	245	1
245-8792	popular restaurants on roosevelt island	245	1
245-4560	restaurant roosevelt island ny	245	1
245-2222	restaurant roosevelt ny	245	1
245-9412	restaurants and hotels in ny roosevelt island	245	1
245-5906	restaurants at roosevelt	245	1
245-7864	restaurants at roosevelt island ny	245	1
245-3229	restaurants in ny on roosevelt island	245	3
245-1439	restaurants in ny roosevelt island	245	1
245-8025	restaurants in roosevelt island	245	6
245-7337	restaurants in roosevelt island ny	245	3
245-6631	restaurants in roosevelt new york	245	1
245-9952	restaurants in roosevelt ny	245	1
245-9981	restaurants near roosevelt island	245	3
245-4258	restaurants ny on roosevelt island	245	1
245-9729	restaurants ny roosevelt	245	1
245-5635	restaurants on roosevelt island	245	3
245-2611	restaurants on roosevelt island new york	245	2
245-3277	restaurants on roosevelt island ny	245	4
245-7350	restaurants on the island which has roosevelt	245	1
245-2007	restaurants roosevelt	245	1
245-7980	restaurants roosevelt in new york	245	1
245-2572	restaurants roosevelt island	245	3
245-9207	restaurants roosevelt island new york	245	1
245-7899	roosevelt island	245	2
245-3199	roosevelt island best restaurant	245	1
245-5136	roosevelt island dining reviews	245	1
245-9622	roosevelt island new york restaurants	245	1
245-8561	roosevelt island ny restaurants	245	6
245-6346	roosevelt island ny restaurants tripadvisor	245	1
245-5989	roosevelt island restaurant	245	1
245-6195	roosevelt island restaurant list	245	1
245-9854	roosevelt island restaurants	245	16
245-6720	roosevelt island sightseeing	245	1
245-5158	trivago restaurants roosevelt island	245	1
245-9993	what are some excellent restaurants to eat at on roosevelt island in ny	245	1
245-3964	what restaurants are in roosevelt island	245	1
245-5726	what restaurants in ny on roosevelt island	245	1
245-5858	where to eat at roosevelt island	245	1
245-8197	yelp roosevelt island ny	245	1
245-1435	yelp roosevelt island restaurants top rated	245	1
246-7967	all about american civil war	246	1
246-1723	american civil war	246	2
246-2111	american civil war battles in south carolina	246	3
246-5635	american civil war battles fought in south carolina	246	1
246-8958	american civil war battles in sc	246	1
246-2305	american civil war battles south carolina	246	2
246-6247	american civil war carolina	246	1
246-6987	american civil war in south carolina	246	2
246-2814	american civil war sites	246	1
246-5906	american civil war south carolina	246	3
246-2796	american civil war south carolina battles	246	2
246-1814	american civil war timeline	246	1
246-5985	battle sites in south carolina from american civil war	246	1
246-7743	battles fought in north carolina	246	1
246-8960	battles fought in south carolina	246	3
246-6596	battles fought in south carolina civil war	246	1
246-6681	battles fought in south carolina during civil war	246	1
246-7023	battles fought in the south carolina civil war	246	1
246-9974	battles in south carolina	246	1
246-2037	battles in south carolina during american civil war	246	1
246-2521	battles of the american civil war	246	1
246-7403	battles were fought in the state	246	1
246-3347	civil war battles fought in south carolina	246	3
246-9147	civil war battles in sc	246	1
246-1870	civil war battles in south carolina	246	6
246-9819	civil war battles in south carolina count	246	1
246-2326	civil war history usa	246	1
246-4010	civil war in south carolina	246	1
246-7436	civil war number of battles in south carolina	246	1
246-7111	civil war sc	246	1
246-6283	civil war south carolina battles	246	1
246-3878	historical battle sites from the american civil war	246	1
246-5977	history of american civil war in south carolina	246	1
246-2364	history of south carolina	246	1
246-2201	how many battle in south carolina	246	1
246-5048	how many battle sites are there in south carolina from the civil war	246	1
246-8792	how many battles during the american civil war was fought in south carolina	246	1
246-9006	how many battles in sc during american civil war	246	1
246-4911	how many battles were fought during the american civil war in south carolina	246	1
246-6129	how many battles were fought in carolina in american civil war	246	1
246-1396	how many battles were fought in civil war in south carolina	246	1
246-9854	how many battles were fought in south carolina	246	6
246-2140	how many battles were fought in south carolina american civil war	246	1
246-5606	how many battles were fought in south carolina during the american civil war	246	1
246-2563	how many battles were fought in south carolina during war	246	1
246-9430	how many civil war battles fought in south carolina	246	2
246-4328	how many civil war battles south carolina	246	1
246-9410	how many civil war battles were fought in south carolina	246	2
246-9971	how many us civil war battles were fought in south carolina	246	1
246-7913	museums in south carolina	246	1
246-3467	number of battles fought in south carolina	246	1
246-8646	number of battles fought in south carolina at historical battle sites	246	1
246-3968	number of battles in civil war	246	1
246-8760	number of battles in south carolina during civil war	246	1
246-9743	number of civil battles fought in south carolina	246	1
246-6455	number of civil war battles fought in south carolina	246	2
246-1872	number of civil war battles in south carolina	246	1
246-9993	on the civil war how many battles were fought to south carolina	246	1
246-1823	sc civil war battles	246	1
246-1188	south carolina	246	1
246-7316	south carolina american civil war	246	1
246-5519	south carolina american civil war battles	246	1
246-3561	south carolina american civil war history	246	1
246-5552	south carolina civil war battle sites	246	1
246-7418	south carolina civil war battles	246	5
246-7317	south carolina during the civil war	246	1
246-1756	south carolina historical battle sites from the american civil war	246	1
246-4291	south carolina history	246	2
246-9656	south carolina history and battles	246	1
246-4650	south carolina military history	246	1
246-3011	south carolina military history civil war	246	1
246-6441	south carolina state american civil war fought battles	246	1
246-4297	south carolina wars	246	1
246-9387	the total number of battles fought in south carolina during the american civil war	246	1
